title,url,matching_questions,similarity,date,yes_price,change_1d,change_3d,change_5d
"Donald Trump Vlog: Two Days Before Election - November 3, 2024",https://player.vimeo.com/video/1041734469,Trump claims victory before AP calls the election?,0.4115445911884308,2024-11-03,0.78,0,0,0
"Donald Trump Vlog: Two Days Before Election - November 3, 2024",https://player.vimeo.com/video/1041734469,Will Donald Trump win the 2024 US Presidential Election?,0.410339891910553,2024-11-03,0.5585,1,1,1
"Donald Trump Vlog: Two Days Before Election - November 3, 2024",https://player.vimeo.com/video/1041734469,Trump wins Pennsylvania but loses the Election?,0.4029027819633484,2024-11-03,0.075,1,1,0
"Donald Trump Vlog: Two Days Before Election - November 3, 2024",https://player.vimeo.com/video/1041734469,Winning candidate also wins popular vote?,0.4019876718521118,2024-11-03,0.685,0,0,1
"Interview: Andrew Schulz of the Flagrant Podcast Interviews Donald Trump - October 9, 2024",https://player.vimeo.com/video/1019815820,Donald & Melania Trump divorce before election?,0.4330425262451172,2024-10-09,0.022,1,1,0
"Interview: Andrew Schulz of the Flagrant Podcast Interviews Donald Trump - October 9, 2024",https://player.vimeo.com/video/1019815820,Trump nominates Elon Musk to Cabinet?,0.4196278154850006,2024-10-09,0.135,1,0,0
"Interview: Andrew Schulz of the Flagrant Podcast Interviews Donald Trump - October 9, 2024",https://player.vimeo.com/video/1019815820,Trump nominates RFK Jr. to Cabinet?,0.4129645228385925,2024-10-09,0.205,1,0,0
"Interview: Andrew Schulz of the Flagrant Podcast Interviews Donald Trump - October 9, 2024",https://player.vimeo.com/video/1019815820,Will Trump tweet 15-19 times October 4-11?,0.405607134103775,2024-10-09,0.25,0,0,0
"Interview: Ben Domenech of The Spectator Interviews Donald Trump - February 27, 2025",https://player.vimeo.com/video/1062620238,Will Trump post 100-119 times on Truth Feb 21-28?,0.4197346568107605,2025-02-27,0.085,1,1,1
"Interview: Ben Domenech of The Spectator Interviews Donald Trump - February 27, 2025",https://player.vimeo.com/video/1062620238,Will Trump post 160-179 times on Truth Feb 21-28?,0.416351169347763,2025-02-27,0.05,0,0,0
"Interview: Ben Domenech of The Spectator Interviews Donald Trump - February 27, 2025",https://player.vimeo.com/video/1062620238,Will Trump post 220-239 times on Truth Feb 21-28?,0.4134570062160492,2025-02-27,0.0035,0,0,0
"Interview: Ben Domenech of The Spectator Interviews Donald Trump - February 27, 2025",https://player.vimeo.com/video/1062620238,Will Trump post 180-199 times on Truth Feb 21-28?,0.4134030342102051,2025-02-27,0.029,0,0,0
"Interview: Ben Domenech of The Spectator Interviews Donald Trump - February 27, 2025",https://player.vimeo.com/video/1062620238,Will Trump post 140-159 times on Truth Feb 21-28?,0.4118756055831909,2025-02-27,0.19,0,0,0
"Interview: Ben Domenech of The Spectator Interviews Donald Trump - February 27, 2025",https://player.vimeo.com/video/1062620238,Will Trump post less than 100 times on Truth Feb 21-28?,0.409864217042923,2025-02-27,0.0005,0,0,0
"Interview: Ben Domenech of The Spectator Interviews Donald Trump - February 27, 2025",https://player.vimeo.com/video/1062620238,Will Trump post 120-139 times on Truth Feb 21-28?,0.4088107645511627,2025-02-27,0.55,1,1,1
"Interview: Ben Domenech of The Spectator Interviews Donald Trump - February 27, 2025",https://player.vimeo.com/video/1062620238,Will Trump post 200-219 times on Truth Feb 21-28?,0.4076938033103943,2025-02-27,0.008,0,0,0
"Interview: Ben Shapiro Interviews Donald Trump on His Podcast - October 8, 2024",https://player.vimeo.com/video/1017917227,Trump and Harris agree to Fox News debate?,0.5386770963668823,2024-10-08,0.0295,1,0,0
"Interview: Ben Shapiro Interviews Donald Trump on His Podcast - October 8, 2024",https://player.vimeo.com/video/1017917227,Kamala flips a 2020 Trump state?,0.4589416980743408,2024-10-08,0.415,0,0,0
"Interview: Ben Shapiro Interviews Donald Trump on His Podcast - October 8, 2024",https://player.vimeo.com/video/1017917227,Will Kamala Harris win the 2024 US Presidential Election?,0.4237491488456726,2024-10-08,0.4575,1,0,0
"Interview: Ben Shapiro Interviews Donald Trump on His Podcast - October 8, 2024",https://player.vimeo.com/video/1017917227,Will RFK Jr. debate Biden/Trump?,0.405864417552948,2024-10-08,0.0125,0,0,0
"Interview: Ben Shapiro Interviews Donald Trump on His Podcast - October 8, 2024",https://player.vimeo.com/video/1017917227,Trump fires campaign manager?,0.403718888759613,2024-10-08,0.065,0,0,0
"Interview: Ben Shapiro Interviews Donald Trump on His Podcast - October 8, 2024",https://player.vimeo.com/video/1017917227,Will Joe Biden endorse Donald Trump?,0.4005298018455505,2024-10-08,0.0125,0,1,0
"Interview: Bill Melugin of Fox News Interviews Donald Trump in Saginaw, Michigan - October 3, 2024",https://player.vimeo.com/video/1017811144,Trump and Harris agree to Fox News debate?,0.4686856567859649,2024-10-03,0.072,0,0,0
"Interview: Bill Melugin of Fox News Interviews Donald Trump in Saginaw, Michigan - October 3, 2024",https://player.vimeo.com/video/1017811144,Donald & Melania Trump divorce before election?,0.4401991665363312,2024-10-03,0.0195,1,0,1
"Interview: Bill Melugin of Fox News Interviews Donald Trump in Saginaw, Michigan - October 3, 2024",https://player.vimeo.com/video/1017811144,Will Trump mention $MAGA before Election?,0.4021961688995361,2024-10-03,0.06,0,0,0
"Interview: Bill Melugin of Fox News Interviews Donald Trump in Tempe, Arizona - October 24, 2024",https://player.vimeo.com/video/1026761373,Will Biden pardon Trump?,0.589749813079834,2024-10-24,0.057,0,1,1
"Interview: Bill Melugin of Fox News Interviews Donald Trump in Tempe, Arizona - October 24, 2024",https://player.vimeo.com/video/1026761373,Donald & Melania Trump divorce before election?,0.4235276281833648,2024-10-24,0.0145,0,0,0
"Interview: Bret Baier of Fox News Interviews Donald Trump Parts 1 and 2 - February 9, 2025",https://player.vimeo.com/video/1055098631,"Will Donald Trump say ""Putin"" during Super Bowl pregame interview?",0.5405555367469788,2025-02-09,0.3,0,0,0
"Interview: Bret Baier of Fox News Interviews Donald Trump Parts 1 and 2 - February 9, 2025",https://player.vimeo.com/video/1055098631,"Will Donald Trump say ""Border"" 5+ times during Super Bowl pregame interview?",0.5017433166503906,2025-02-09,0.14,0,0,0
"Interview: Bret Baier of Fox News Interviews Donald Trump Parts 1 and 2 - February 9, 2025",https://player.vimeo.com/video/1055098631,"Will Donald Trump say ""Russia"" 2+ times during Super Bowl pregame interview?",0.4884812235832214,2025-02-09,0.415,0,0,0
"Interview: Bret Baier of Fox News Interviews Donald Trump Parts 1 and 2 - February 9, 2025",https://player.vimeo.com/video/1055098631,"Will Donald Trump say ""Biden"" during Super Bowl pregame interview?",0.480199933052063,2025-02-09,0.265,0,0,0
"Interview: Bret Baier of Fox News Interviews Donald Trump Parts 1 and 2 - February 9, 2025",https://player.vimeo.com/video/1055098631,Will Donald Trump be shown 3-5 times at the Super Bowl?,0.4782233238220215,2025-02-09,0.355,1,0,0
"Interview: Bret Baier of Fox News Interviews Donald Trump Parts 1 and 2 - February 9, 2025",https://player.vimeo.com/video/1055098631,Will Donald Trump be shown 12 or more times at the Super Bowl?,0.4763969779014587,2025-02-09,0.045,1,1,1
"Interview: Bret Baier of Fox News Interviews Donald Trump Parts 1 and 2 - February 9, 2025",https://player.vimeo.com/video/1055098631,Will Donald Trump be shown 6-8 times at the Super Bowl?,0.4746308922767639,2025-02-09,0.18,1,0,0
"Interview: Bret Baier of Fox News Interviews Donald Trump Parts 1 and 2 - February 9, 2025",https://player.vimeo.com/video/1055098631,"Will Donald Trump say ""Trudeau"" during Super Bowl pregame interview?",0.4733830094337463,2025-02-09,0.065,0,0,0
"Interview: Bret Baier of Fox News Interviews Donald Trump Parts 1 and 2 - February 9, 2025",https://player.vimeo.com/video/1055098631,"Will Donald Trump say ""Eagles"" during Super Bowl pregame interview?",0.4720487892627716,2025-02-09,0.305,0,0,0
"Interview: Bret Baier of Fox News Interviews Donald Trump Parts 1 and 2 - February 9, 2025",https://player.vimeo.com/video/1055098631,"Will Donald Trump say ""Patrick"" or ""Mahomes"" during Super Bowl pregame interview?",0.4674332439899444,2025-02-09,0.235,0,0,0
"Interview: Bret Baier of Fox News Interviews Donald Trump Parts 1 and 2 - February 9, 2025",https://player.vimeo.com/video/1055098631,"Will Donald Trump say ""China"" 3+ times during Super Bowl pregame interview?",0.4659668505191803,2025-02-09,0.295,0,0,0
"Interview: Bret Baier of Fox News Interviews Donald Trump Parts 1 and 2 - February 9, 2025",https://player.vimeo.com/video/1055098631,"Will Donald Trump say ""Chiefs"" during Super Bowl pregame interview?",0.46284019947052,2025-02-09,0.38,0,0,0
"Interview: Bret Baier of Fox News Interviews Donald Trump Parts 1 and 2 - February 9, 2025",https://player.vimeo.com/video/1055098631,Will Donald Trump be shown 0-2 times at the Super Bowl?,0.4570510387420654,2025-02-09,0.345,0,1,1
"Interview: Bret Baier of Fox News Interviews Donald Trump Parts 1 and 2 - February 9, 2025",https://player.vimeo.com/video/1055098631,"Will Donald Trump say ""DOGE"" or ""Department of Governmental Efficiency"" during Super Bowl pregame interview?",0.4465738236904144,2025-02-09,0.545,0,0,0
"Interview: Bret Baier of Fox News Interviews Donald Trump Parts 1 and 2 - February 9, 2025",https://player.vimeo.com/video/1055098631,Will Donald Trump be shown 9-11 times at the Super Bowl?,0.4450031518936157,2025-02-09,0.075,1,1,1
"Interview: Bret Baier of Fox News Interviews Donald Trump Parts 1 and 2 - February 9, 2025",https://player.vimeo.com/video/1055098631,"Will Donald Trump say ""Ukraine"" during Super Bowl pregame interview?",0.4428883492946625,2025-02-09,0.48,0,0,0
"Interview: Bret Baier of Fox News Interviews Donald Trump Parts 1 and 2 - February 9, 2025",https://player.vimeo.com/video/1055098631,"Will Donald Trump say ""Trans"" during Super Bowl pregame interview?",0.4412105977535248,2025-02-09,0.17,0,0,0
"Interview: Bret Baier of Fox News Interviews Donald Trump Parts 1 and 2 - February 9, 2025",https://player.vimeo.com/video/1055098631,"Will Donald Trump say ""Panama"" during Super Bowl pregame interview?",0.4356261193752289,2025-02-09,0.155,0,0,0
"Interview: Bret Baier of Fox News Interviews Donald Trump Parts 1 and 2 - February 9, 2025",https://player.vimeo.com/video/1055098631,"Will Donald Trump say ""Greenland"" during Super Bowl pregame interview?",0.4324725270271301,2025-02-09,0.07,0,0,0
"Interview: Bret Baier of Fox News Interviews Donald Trump Parts 1 and 2 - February 9, 2025",https://player.vimeo.com/video/1055098631,"Will Donald Trump say ""Bills"" during Super Bowl pregame interview?",0.4309094250202179,2025-02-09,0.125,0,0,0
"Interview: Bret Baier of Fox News Interviews Donald Trump Parts 1 and 2 - February 9, 2025",https://player.vimeo.com/video/1055098631,"Will Donald Trump say ""Tariff"" 5+ times during Super Bowl pregame interview?",0.4261459410190582,2025-02-09,0.09,0,0,0
"Interview: Bret Baier of Fox News Interviews Donald Trump Parts 1 and 2 - February 9, 2025",https://player.vimeo.com/video/1055098631,"Will Donald Trump say ""DEI"" or ""Diversity Equity and Inclusion"" during Super Bowl pregame interview?",0.4186554551124573,2025-02-09,0.3,0,0,0
"Interview: Bret Baier of Fox News Interviews Donald Trump Parts 1 and 2 - February 9, 2025",https://player.vimeo.com/video/1055098631,"Will Donald Trump say ""Israel"" during Super Bowl pregame interview?",0.416275143623352,2025-02-09,0.45,0,0,0
"Interview: Bret Baier of Fox News Interviews Donald Trump Parts 1 and 2 - February 9, 2025",https://player.vimeo.com/video/1055098631,"Will Donald Trump say ""Elon"" or ""Musk"" during Super Bowl pregame interview?",0.4143218994140625,2025-02-09,0.675,0,0,0
"Interview: Bret Baier of Fox News Interviews Donald Trump Parts 1 and 2 - February 9, 2025",https://player.vimeo.com/video/1055098631,Will Mike Rogers be Trump's FBI director?,0.4127897024154663,2025-02-09,0.0015,0,1,0
"Interview: Bret Baier of Fox News Interviews Donald Trump Parts 1 and 2 - February 9, 2025",https://player.vimeo.com/video/1055098631,"Will Donald Trump say ""Taylor"" or ""Swift"" during Super Bowl pregame interview?",0.4111550450325012,2025-02-09,0.06,0,0,0
"Interview: Bret Baier of Fox News Interviews Donald Trump Parts 1 and 2 - February 9, 2025",https://player.vimeo.com/video/1055098631,Trump and Taylor Swift shake hands at Super Bowl LIX?,0.4096530079841614,2025-02-09,0.0405,0,0,0
"Interview: Bret Baier of Fox News Interviews Donald Trump Parts 1 and 2 - February 9, 2025",https://player.vimeo.com/video/1055098631,"Will Donald Trump say ""Hell"" 3+ times during Super Bowl pregame interview?",0.407863438129425,2025-02-09,0.08,0,0,0
"Interview: Brian Kilmeade of Fox News Radio Interviews Donald Trump for His Radio Show - February 21, 2025",https://player.vimeo.com/video/1059602884,"Will Trump and Elon say ""Billion"" 10 or more times during their Feb 18 interview?",0.4301069974899292,2025-02-21,0.003,0,0,0
"Interview: Brian Kilmeade of Fox News Radio Interviews Donald Trump for His Radio Show - February 21, 2025",https://player.vimeo.com/video/1059602884,Will Trump meet with Keir Starmer in his first 100 days?,0.4096848666667938,2025-02-21,0.9745,1,1,1
"Interview: Brian Kilmeade of Fox News Radio Interviews Donald Trump for His Radio Show - February 21, 2025",https://player.vimeo.com/video/1059602884,Will Elon talk more than Trump during Hannity interview?,0.4095640182495117,2025-02-21,0.017,0,0,0
"Interview: Brian Kilmeade of Fox News Radio Interviews Donald Trump for His Radio Show - February 21, 2025",https://player.vimeo.com/video/1059602884,Will Donald Trump be named in Epstein files?,0.405474841594696,2025-02-21,0.095,1,1,1
"Interview: Brian Kilmeade of Fox News Radio Interviews Donald Trump for His Radio Show - February 21, 2025",https://player.vimeo.com/video/1059602884,"Will Trump and Elon say ""Saudi Arabia"" during their Feb 18 interview?",0.4031072854995727,2025-02-21,0.0035,0,0,0
"Interview: Brian Kilmeade of Fox News Radio Interviews Donald Trump for His Radio Show - October 23, 2024",https://player.vimeo.com/video/1022607840,Election certified on January 6?,0.5306553840637207,2024-10-23,0.835,0,1,1
"Interview: Brian Kilmeade of Fox News Radio Interviews Donald Trump for His Radio Show - October 23, 2024",https://player.vimeo.com/video/1022607840,Trump eligible to vote in the election?,0.5094367265701294,2024-10-23,0.9825,1,0,0
"Interview: Brian Kilmeade of Fox News Radio Interviews Donald Trump for His Radio Show - October 23, 2024",https://player.vimeo.com/video/1022607840,Trump-Vance Republican ticket on election day?,0.5052018761634827,2024-10-23,0.985,1,1,1
"Interview: Brian Kilmeade of Fox News Radio Interviews Donald Trump for His Radio Show - October 23, 2024",https://player.vimeo.com/video/1022607840,Will the election be called on Nov 5?,0.4847796559333801,2024-10-23,0.215,0,1,1
"Interview: Brian Kilmeade of Fox News Radio Interviews Donald Trump for His Radio Show - October 23, 2024",https://player.vimeo.com/video/1022607840,Trump in jail before election day?,0.4714607000350952,2024-10-23,0.013,1,1,0
"Interview: Brian Kilmeade of Fox News Radio Interviews Donald Trump for His Radio Show - October 23, 2024",https://player.vimeo.com/video/1022607840,Will Trump lead in RCP on Oct 25?,0.4580228924751282,2024-10-23,0.0315,1,1,1
"Interview: Brian Kilmeade of Fox News Radio Interviews Donald Trump for His Radio Show - October 23, 2024",https://player.vimeo.com/video/1022607840,"Will Trump say ""Vote"" 15 or more times during Georgia rally on October 23?",0.4460784792900085,2024-10-23,0.69,0,0,0
"Interview: Brian Kilmeade of Fox News Radio Interviews Donald Trump for His Radio Show - October 23, 2024",https://player.vimeo.com/video/1022607840,Trump election interference trial doesn't start before November?,0.4433127343654632,2024-10-23,0.982,1,1,0
"Interview: Brian Kilmeade of Fox News Radio Interviews Donald Trump for His Radio Show - October 23, 2024",https://player.vimeo.com/video/1022607840,Will Donald Trump win the 2024 US Presidential Election?,0.4219506978988647,2024-10-23,0.6475,0,0,1
"Interview: Brian Kilmeade of Fox News Radio Interviews Donald Trump for His Radio Show - October 23, 2024",https://player.vimeo.com/video/1022607840,Will Trump election interference trial start in September or October?,0.4195335507392883,2024-10-23,0.0055,1,1,1
"Interview: Chris Salcedo of Newsmax Interviews Donald Trump - October 12, 2024",https://player.vimeo.com/video/1019862157,Trump and Harris agree to Fox News debate?,0.4033870697021484,2024-10-12,0.0315,0,0,0
"Interview: Chris Salcedo of Newsmax Interviews Donald Trump - October 12, 2024",https://player.vimeo.com/video/1019862157,"Will Trump say ""border"" 20 or more times during California rally on October 12?",0.4001427888870239,2024-10-12,0.8,0,0,0
"Interview: Chris Salcedo of Newsmax Interviews Donald Trump - October 12, 2024",https://player.vimeo.com/video/1019862157,"Will Trump say ""border"" 20 or more times during Arizona rally on October 13?",0.4000609219074249,2024-10-12,0.91,0,1,1
"Interview: Dan Bongino Interviews Donald Trump on His Syndicated Radio Show - January 16, 2025",https://player.vimeo.com/video/1048652864,Will Trump tweet on inauguration day?,0.4384543299674988,2025-01-16,0.855,0,0,1
"Interview: Dan Bongino Interviews Donald Trump on His Syndicated Radio Show - January 16, 2025",https://player.vimeo.com/video/1048652864,Trump ends Gaza war in first 100 days?,0.4204237163066864,2025-01-16,0.9785,0,0,0
"Interview: Dan Bongino Interviews Donald Trump on His Syndicated Radio Show - October 18, 2024",https://player.vimeo.com/video/1021786925,Donald & Melania Trump divorce before election?,0.4749539494514465,2024-10-18,0.014,0,0,0
"Interview: Dan Bongino Interviews Donald Trump on His Syndicated Radio Show - October 18, 2024",https://player.vimeo.com/video/1021786925,Will Donald Trump win the popular vote in the 2024 Presidential Election?,0.4411705732345581,2024-10-18,0.341,0,0,1
"Interview: Dan Bongino Interviews Donald Trump on His Syndicated Radio Show - October 18, 2024",https://player.vimeo.com/video/1021786925,Will Donald Trump win the 2024 US Presidential Election?,0.4324022233486175,2024-10-18,0.6185,0,0,1
"Interview: Dan Bongino Interviews Donald Trump on His Syndicated Radio Show - October 18, 2024",https://player.vimeo.com/video/1021786925,Trump eligible to vote in the election?,0.4100848138332367,2024-10-18,0.982,0,0,1
"Interview: Dan Bongino Interviews Donald Trump on His Syndicated Radio Show - October 18, 2024",https://player.vimeo.com/video/1021786925,Trump-Vance Republican ticket on election day?,0.4057088494300842,2024-10-18,0.9675,1,1,1
"Interview: Donald Trump Attends a Campaign Town Hall in Oaks, Pennsylvania - October 14, 2024",https://player.vimeo.com/video/1019795332,Trump fires campaign manager?,0.4346169531345367,2024-10-14,0.045,0,0,0
"Interview: Donald Trump Holds a Campaign Town Hall in Fayetteville, North Carolina - October 4, 2024",https://player.vimeo.com/video/1017947386,"Will Trump say ""Hezbollah"" during North Carolina town hall?",0.5141533613204956,2024-10-04,0.445,1,1,1
"Interview: Donald Trump Holds a Campaign Town Hall in Fayetteville, North Carolina - October 4, 2024",https://player.vimeo.com/video/1017947386,"Will Trump say ""tax queen"" during North Carolina town hall?",0.4669734239578247,2024-10-04,0.565,0,0,0
"Interview: Donald Trump Holds a Campaign Town Hall in Fayetteville, North Carolina - October 4, 2024",https://player.vimeo.com/video/1017947386,"Will Trump say ""crypto"" or ""Bitcoin"" during North Carolina town hall?",0.4641286730766296,2024-10-04,0.04,0,0,0
"Interview: Donald Trump Holds a Campaign Town Hall in Fayetteville, North Carolina - October 4, 2024",https://player.vimeo.com/video/1017947386,"Will Trump say ""trans"" during North Carolina town hall?",0.4611713290214538,2024-10-04,0.315,0,0,0
"Interview: Donald Trump Holds a Campaign Town Hall in Fayetteville, North Carolina - October 4, 2024",https://player.vimeo.com/video/1017947386,"Will Trump say ""illegal alien"" during North Carolina town hall?",0.457475483417511,2024-10-04,0.655,1,1,1
"Interview: Donald Trump Holds a Campaign Town Hall in Fayetteville, North Carolina - October 4, 2024",https://player.vimeo.com/video/1017947386,"Will Trump say ""Kamala"" 40 or more times during North Carolina town hall?",0.4479264318943023,2024-10-04,0.05,0,0,0
"Interview: Donald Trump Holds a Campaign Town Hall in Fayetteville, North Carolina - October 4, 2024",https://player.vimeo.com/video/1017947386,"Will Trump say ""MAGA"" 3 or more times during North Carolina town hall?",0.4267753362655639,2024-10-04,0.325,1,1,1
"Interview: Donald Trump Holds a Campaign Town Hall in Fayetteville, North Carolina - October 4, 2024",https://player.vimeo.com/video/1017947386,Kamala flips a 2020 Trump state?,0.4264485239982605,2024-10-04,0.435,0,0,0
"Interview: Donald Trump Holds a Campaign Town Hall in Fayetteville, North Carolina - October 4, 2024",https://player.vimeo.com/video/1017947386,"Will Trump say ""tampon"" during North Carolina town hall?",0.4187602996826172,2024-10-04,0.105,0,0,0
"Interview: Donald Trump Holds a Campaign Town Hall in Fayetteville, North Carolina - October 4, 2024",https://player.vimeo.com/video/1017947386,"Will Trump say ""border"" 30 or more times during North Carolina town hall?",0.4149413406848907,2024-10-04,0.075,0,0,0
"Interview: Donald Trump Holds a Campaign Town Hall in Fayetteville, North Carolina - October 4, 2024",https://player.vimeo.com/video/1017947386,"Will Trump say ""border"" 20 or more times during North Carolina town hall?",0.4130286574363708,2024-10-04,0.31,0,0,0
"Interview: Donald Trump Holds a Campaign Town Hall in Fayetteville, North Carolina - October 4, 2024",https://player.vimeo.com/video/1017947386,Will Trump mention $MAGA before Election?,0.407916247844696,2024-10-04,0.06,0,0,1
"Interview: Donald Trump Holds a Campaign Town Hall in Fayetteville, North Carolina - October 4, 2024",https://player.vimeo.com/video/1017947386,"Will Trump say ""President Xi"" 2 or more times during North Carolina town hall?",0.4038280546665191,2024-10-04,0.26,0,0,0
"Interview: Donald Trump Holds a Town-Hall Style Rally in Lancaster, Pennsylvania - October 20, 2024",https://player.vimeo.com/video/1021787366,"Will Trump say ""McDonald's"" during Pennsylvania rally on October 19?",0.5567994713783264,2024-10-20,0.9995,0,0,0
"Interview: Donald Trump Holds a Town-Hall Style Rally in Lancaster, Pennsylvania - October 20, 2024",https://player.vimeo.com/video/1021787366,"Will Trump say ""Starlink"" during Pennsylvania rally on October 19?",0.4342882037162781,2024-10-20,0.9995,0,0,0
"Interview: Donald Trump Holds a Town-Hall Style Rally in Lancaster, Pennsylvania - October 20, 2024",https://player.vimeo.com/video/1021787366,"Will Trump say ""border"" 20 or more times during Pennsylvania rally on October 19?",0.4303471744060516,2024-10-20,0.997,0,0,0
"Interview: Donald Trump Holds a Town-Hall Style Rally in Lancaster, Pennsylvania - October 20, 2024",https://player.vimeo.com/video/1021787366,"Will Trump say ""border"" 30 or more times during Pennsylvania rally on October 19?",0.4233046770095825,2024-10-20,0.0005,0,0,0
"Interview: Donald Trump Holds a Town-Hall Style Rally in Lancaster, Pennsylvania - October 20, 2024",https://player.vimeo.com/video/1021787366,"Will Trump say ""weave"" during Pennsylvania rally on October 19?",0.4132410287857055,2024-10-20,0.003,0,0,0
"Interview: Donald Trump Holds a Town-Hall Style Rally in Lancaster, Pennsylvania - October 20, 2024",https://player.vimeo.com/video/1021787366,"Will Trump say ""Trans"" during Pennsylvania rally on October 19?",0.4061482548713684,2024-10-20,0.9995,0,0,0
"Interview: Donald Trump Sits for Questions at the National Faith Summit in Georgia - October 28, 2024",https://player.vimeo.com/video/1024197002,"Will Trump say ""Catholic"" during Georgia rally on October 28?",0.4653187394142151,2024-10-28,0.225,0,0,0
"Interview: Donald Trump Sits for Questions at the National Faith Summit in Georgia - October 28, 2024",https://player.vimeo.com/video/1024197002,"Will Trump say ""god"" 5 or more times during New York rally on October 27?",0.4169557392597198,2024-10-28,0.18,0,0,0
"Interview: Donald Trump Sits for an Interview on Fox and Friends in New York - October 18, 2024",https://player.vimeo.com/video/1021786662,Will Trump do a podcast with Hawk Tuah Girl?,0.4601461291313171,2024-10-18,0.0415,0,0,0
"Interview: Enrique Acevedo of Univision Hosts a Town Hall with Donald Trump in Miami - October 16, 2024",https://player.vimeo.com/video/1021666520,Donald & Melania Trump divorce before election?,0.4910879135131836,2024-10-16,0.0245,0,0,0
"Interview: Glenn Beck of Blaze TV Interviews Donald Trump on the Telephone - October 14, 2024",https://player.vimeo.com/video/1020056462,Trump nominates Elon Musk to Cabinet?,0.5897922515869141,2024-10-14,0.135,1,1,1
"Interview: Glenn Beck of Blaze TV Interviews Donald Trump on the Telephone - October 14, 2024",https://player.vimeo.com/video/1020056462,Trump and Harris agree to Fox News debate?,0.4104044139385223,2024-10-14,0.024,0,0,0
"Interview: Harris Faulker of Fox News Hosts a Town Hall with Donald Trump in Georgia - October 16, 2024",https://player.vimeo.com/video/1021636933,Will Donald Trump win the 2024 US Presidential Election?,0.4808094501495361,2024-10-16,0.5765,1,1,1
"Interview: Harris Faulker of Fox News Hosts a Town Hall with Donald Trump in Georgia - October 16, 2024",https://player.vimeo.com/video/1021636933,Will Donald Trump win the popular vote in the 2024 Presidential Election?,0.4776257574558258,2024-10-16,0.3405,1,0,0
"Interview: Harris Faulker of Fox News Hosts a Town Hall with Donald Trump in Georgia - October 16, 2024",https://player.vimeo.com/video/1021636933,Trump eligible to vote in the election?,0.4736990630626678,2024-10-16,0.974,1,1,1
"Interview: Harris Faulker of Fox News Hosts a Town Hall with Donald Trump in Georgia - October 16, 2024",https://player.vimeo.com/video/1021636933,Trump ineligible to run for President?,0.4632937908172607,2024-10-16,0.005,1,1,1
"Interview: Harris Faulker of Fox News Hosts a Town Hall with Donald Trump in Georgia - October 16, 2024",https://player.vimeo.com/video/1021636933,Trump nominates RFK Jr. to Cabinet?,0.4363740086555481,2024-10-16,0.215,0,1,1
"Interview: Harris Faulker of Fox News Hosts a Town Hall with Donald Trump in Georgia - October 16, 2024",https://player.vimeo.com/video/1021636933,Trump nominates Elon Musk to Cabinet?,0.4334485530853271,2024-10-16,0.145,1,1,1
