question,date,yes_price,change_1d,change_3d,change_5d
"Will Trump say ""Kamala"" 40 or more times during North Carolina town hall?",2024-10-04,0.05,-1,-1,-1
"Will Trump say ""MAGA"" 3 or more times during North Carolina town hall?",2024-10-04,0.325,1,1,1
Kamala flips a 2020 Trump state?,2024-10-04,0.435,0,-1,-1
"Will Trump say ""tampon"" during North Carolina town hall?",2024-10-04,0.105,-1,-1,-1
"Will Trump say ""border"" 30 or more times during North Carolina town hall?",2024-10-04,0.075,-1,-1,-1
"Will Trump say ""border"" 20 or more times during North Carolina town hall?",2024-10-04,0.31,-1,-1,-1
Will Trump mention $MAGA before Election?,2024-10-04,0.06,0,0,1
"Will Trump say ""President Xi"" 2 or more times during North Carolina town hall?",2024-10-04,0.26,-1,-1,-1
"Will Trump say ""McDonald's"" during Pennsylvania rally on October 19?",2024-10-20,0.9995,0,0,0
"Will Trump say ""Starlink"" during Pennsylvania rally on October 19?",2024-10-20,0.9995,0,0,0
"Will Trump say ""border"" 20 or more times during Pennsylvania rally on October 19?",2024-10-20,0.997,0,0,0
"Will Trump say ""border"" 30 or more times during Pennsylvania rally on October 19?",2024-10-20,0.0005,0,0,0
"Will Trump say ""weave"" during Pennsylvania rally on October 19?",2024-10-20,0.003,0,0,0
"Will Trump say ""Trans"" during Pennsylvania rally on October 19?",2024-10-20,0.9995,0,0,0
"Will Trump say ""Catholic"" during Georgia rally on October 28?",2024-10-28,0.225,-1,-1,-1
"Will Trump say ""god"" 5 or more times during New York rally on October 27?",2024-10-28,0.18,0,0,0
Will Trump do a podcast with Hawk Tuah Girl?,2024-10-18,0.0415,-1,-1,-1
Donald & Melania Trump divorce before election?,2024-10-16,0.0245,-1,-1,-1
Trump nominates Elon Musk to Cabinet?,2024-10-14,0.135,1,1,1
Trump and Harris agree to Fox News debate?,2024-10-14,0.024,-1,-1,-1
Will Donald Trump win the 2024 US Presidential Election?,2024-10-16,0.5765,1,1,1
Will Donald Trump win the popular vote in the 2024 Presidential Election?,2024-10-16,0.3405,1,-1,-1
Trump eligible to vote in the election?,2024-10-16,0.974,1,1,1
Trump ineligible to run for President?,2024-10-16,0.005,1,1,1
Trump nominates RFK Jr. to Cabinet?,2024-10-16,0.215,0,1,1
Trump nominates Elon Musk to Cabinet?,2024-10-16,0.145,1,1,1
Will any other Republican Politician win the popular vote in the 2024 Presidential Election?,2024-10-16,0.0015,-1,-1,-1
Will any other Republican Politician win the 2024 US Presidential Election?,2024-10-16,0.0035,-1,-1,-1
Will Chris Christie win the popular vote in the 2024 Presidential Election?,2024-10-16,0.0005,0,0,0
Will Chris Christie win the 2024 US Presidential Election?,2024-10-16,0.0005,0,0,0
Will RFK Jr. win the popular vote in the 2024 Presidential Election?,2024-10-16,0.0005,0,0,0
Trump gets more black voters than in 2020?,2024-10-16,0.76,1,1,1
Will Trump drop out of presidential race?,2024-10-16,0.0235,1,-1,-1
"Will Trump say ""China"" 5 or more times during New York rally on October 27?",2024-10-24,0.875,-1,-1,-1
"Will Trump say ""China"" 10 or more times during Georgia rally on October 23?",2024-10-24,0.425,0,0,0
Trump and Harris agree to Fox News debate?,2024-10-07,0.0475,-1,-1,-1
Will Trump tweet 5-9 times October 4-11?,2024-10-07,0.005,-1,-1,-1
Will Trump tweet 10-14 times October 4-11?,2024-10-07,0.03,1,1,1
Will Trump go on Joe Rogan before election?,2024-10-25,0.967,1,1,1
"Will Trump say ""tax"" 10 or more times on The Joe Rogan Experience?",2024-10-25,0.37,1,1,1
Will Joe Rogan announce he is voting for Trump?,2024-10-25,0.215,1,-1,-1
"Will Trump say ""Melania"" on The Joe Rogan Experience?",2024-10-25,0.43,1,1,1
"Will Trump say ""fake news"" on The Joe Rogan Experience?",2024-10-25,0.72,1,1,1
"Will Trump say ""FEMA"" on The Joe Rogan Experience?",2024-10-25,0.325,1,1,1
"Will Trump say ""Epstein"" on The Joe Rogan Experience?",2024-10-25,0.23,1,1,1
"Will Trump say ""alien"" on The Joe Rogan Experience?",2024-10-25,0.68,1,1,1
"Will Trump say ""weave"" on The Joe Rogan Experience?",2024-10-25,0.35,-1,-1,-1
"Will Trump say ""Elon"" on The Joe Rogan Experience?",2024-10-25,0.935,1,1,1
"Will Trump say ""Kennedy"" on The Joe Rogan Experience?",2024-10-25,0.85,1,1,1
"Will Trump say ""women's sports"" on The Joe Rogan Experience?",2024-10-25,0.705,-1,-1,-1
Will Trump x Rogan interview last 90-120 min?,2024-10-25,0.325,-1,-1,-1
Will Trump x Rogan interview last 60-90 min?,2024-10-25,0.325,-1,-1,-1
Will Trump x Rogan interview last 120-150 min?,2024-10-25,0.175,-1,-1,-1
"Will Trump say ""FBI"" on The Joe Rogan Experience?",2024-10-25,0.63,1,1,1
"Will Trump say ""vaccine"" on The Joe Rogan Experience?",2024-10-25,0.515,1,1,1
Will Trump x Rogan interview be under 1 hour?,2024-10-25,0.095,-1,-1,-1
Will Trump x Rogan interview last 150-180 min?,2024-10-25,0.055,1,1,1
Will Trump x Rogan interview last 180 min or more?,2024-10-25,0.04,1,1,1
"Will Trump say ""Dana"" on The Joe Rogan Experience?",2024-10-25,0.875,0,0,0
"Will Trump say ""McDonald's"" on The Joe Rogan Experience?",2024-10-25,0.77,1,1,1
"Will Trump say ""cold plunge"" on The Joe Rogan Experience?",2024-10-25,0.14,-1,-1,-1
"Will Trump say ""Dark MAGA"" on The Joe Rogan Experience?",2024-10-25,0.17,1,1,1
"Will Trump say ""weed"" on The Joe Rogan Experience?",2024-10-25,0.25,1,1,1
Will any other Republican Politician win the popular vote in the 2024 Presidential Election?,2024-10-24,0.0005,0,0,0
Will Donald Trump win the popular vote in the 2024 Presidential Election?,2024-10-24,0.382,1,1,1
Will any other Democrat Politician win the popular vote in the 2024 Presidential Election?,2024-10-24,0.0005,0,0,0
Will any other Republican Politician win the 2024 US Presidential Election?,2024-10-24,0.0005,0,0,0
Trump-Vance Republican ticket on election day?,2024-10-24,0.9855,1,1,1
Will either Kamala or Trump win every swing state?,2024-10-24,0.37,-1,-1,-1
Democrats win popular vote by 4-5%?,2024-10-24,0.065,1,1,1
Associated Press declares winner before 3am on Nov 6?,2024-10-24,0.33,1,1,1
Trump eligible to vote in the election?,2024-10-24,0.994,0,-1,-1
Will Trump mention $MAGA before Election?,2024-10-24,0.07,-1,-1,-1
Will Gavin Newsom win the popular vote in the 2024 Presidential Election?,2024-10-24,0.0005,0,0,0
Will Trump lead in RCP on Oct 25?,2024-10-24,0.0465,1,1,1
Kamala flips a 2020 Trump state?,2024-10-24,0.31,1,0,-1
Democrats win popular vote by 5-6%?,2024-10-24,0.055,0,-1,-1
Kamala Harris wins the popular vote?,2024-10-24,0.62,-1,-1,-1
Democrats win popular vote by 3-4%?,2024-10-24,0.075,0,0,1
Democrats win popular vote by 7% or more?,2024-10-24,0.053,-1,-1,-1
Democrats win popular vote by 0-1%?,2024-10-24,0.11,0,1,1
Will Donald Trump win the 2024 US Presidential Election?,2024-10-24,0.6155,1,1,1
Donald & Melania Trump divorce before election?,2024-10-24,0.0145,-1,-1,-1
Democrats win popular vote by 6-7%?,2024-10-24,0.0345,1,-1,-1
GOP wins popular vote by 4-5%?,2024-10-24,0.026,1,1,0
Democrats win popular vote by 2-3%?,2024-10-24,0.105,1,1,0
Will the election be called on Nov 5?,2024-10-24,0.21,1,1,1
Will Kanye West win the popular vote in the 2024 Presidential Election?,2024-10-24,0.0005,0,0,0
Democrats win popular vote by 1-2%?,2024-10-24,0.115,-1,-1,0
Will Trump win 5 swing states?,2024-10-24,0.125,-1,1,1
Will Donald Trump win the 2024 US Presidential Election?,2024-10-15,0.5505,1,1,1
Trump nominates RFK Jr. to Cabinet?,2024-10-15,0.21,1,0,1
Will Trump launch a coin before the election?,2024-10-15,0.845,1,1,1
Trump blowout victory?,2024-10-15,0.125,1,1,1
Will Donald Trump win the popular vote in the 2024 Presidential Election?,2024-10-15,0.329,1,1,-1
Trump nominates Elon Musk to Cabinet?,2024-10-15,0.145,0,1,1
Will Trump drop out of presidential race?,2024-10-22,0.0135,-1,-1,-1
Trump-Vance Republican ticket on election day?,2024-10-22,0.9875,-1,0,1
Trump ineligible to run for President?,2024-10-22,0.006,-1,1,-1
Trump fires campaign manager?,2024-10-22,0.012,1,1,-1
Will Trump tweet 50 or more times October 18-25?,2024-10-22,0.72,-1,1,1
Trump eligible to vote in the election?,2024-10-22,0.995,-1,-1,-1
Donald & Melania Trump divorce before election?,2024-10-22,0.0135,-1,-1,-1
Will Trump tweet 40-44 times October 18-25?,2024-10-22,0.06,1,1,1
Will Trump tweet 25-29 times October 18-25?,2024-10-22,0.0005,0,0,0
Will Trump tweet 30-34 times October 18-25?,2024-10-22,0.01,-1,-1,-1
Will Trump tweet 45-49 times October 18-25?,2024-10-22,0.13,1,-1,-1
Will Trump tweet 35-39 times October 18-25?,2024-10-22,0.025,-1,-1,-1
Will Donald Trump win the 2024 US Presidential Election?,2024-10-22,0.649,-1,-1,-1
Trump wins every swing state?,2024-10-22,0.31,1,-1,-1
Will Pete Hegseth be Trump's Defense Secretary?,2024-12-08,0.425,0,1,1
Pete Hegseth confirmed as Secretary of Defense?,2024-12-08,0.395,-1,1,1
Five Trump Cabinet confirmations in January?,2024-12-08,0.145,0,1,1
Nine Trump Cabinet confirmations in January?,2024-12-08,0.07,0,1,-1
Eight Trump Cabinet confirmations in January?,2024-12-08,0.075,0,-1,-1
Seven Trump Cabinet confirmations in January?,2024-12-08,0.11,0,1,-1
Three Trump Cabinet confirmations in January?,2024-12-08,0.135,0,-1,-1
Six Trump Cabinet confirmations in January?,2024-12-08,0.095,0,1,1
Four Trump Cabinet confirmations in January?,2024-12-08,0.195,0,0,-1
Will RFK Jr. be Trump's HHS Secretary?,2024-12-08,0.6565,1,1,1
Will Ron DeSantis be Trump's Defense Secretary?,2024-12-08,0.245,1,-1,-1
Will Mike Rogers be Trump's Defense Secretary?,2024-12-08,0.0255,-1,-1,-1
Will Trump formally nominate RFK Jr. to the cabinet?,2024-12-08,0.8015,1,1,1
Trump nominates Elon Musk to Cabinet?,2024-12-08,0.062,-1,-1,-1
"Will Trump say ""Pete"" or ""Hegseth"" during NBC interview?",2024-12-08,0.996,0,0,0
Two Trump Cabinet confirmations in January?,2024-12-08,0.065,-1,-1,-1
Will Brian Blase be Trump's HHS Secretary?,2024-12-08,0.0045,-1,-1,1
One Trump Cabinet confirmation in January?,2024-12-08,0.0175,0,1,-1
Will Eric Hargan be Trump's HHS Secretary?,2024-12-08,0.0075,-1,-1,1
Ten or more Trump Cabinet confirmations in January?,2024-12-08,0.075,0,0,1
Will RFK be a member of the Trump administration?,2024-12-08,0.9245,0,-1,-1
Will Joe Grogan be Trump's HHS Secretary?,2024-12-08,0.0015,0,1,1
Trump declassifies Epstein list in first 100 days?,2024-12-08,0.315,-1,1,0
Will Bobby Jindal be Trump's HHS Secretary?,2024-12-08,0.0165,0,1,1
Will Joni Ernst be Trump's Defense Secretary?,2024-12-08,0.0405,-1,-1,-1
Will Thomas Massie be Trump's Defense Secretary?,2024-12-08,0.0015,0,0,1
Will Paul Mango be Trump's HHS Secretary?,2024-12-08,0.0025,0,0,1
Doug Collins confirmed as Secretary of Veterans Affairs?,2024-12-08,0.935,0,0,-1
RFK Jr. confirmed as Health & Human Services Secretary?,2024-12-08,0.695,1,1,1
Will Ken Paxton be Trump's Attorney General?,2024-12-08,0.0155,0,0,-1
Will Matthew Whitaker be Trump's Attorney General?,2024-12-08,0.0125,-1,-1,-1
No Trump Cabinet confirmations in January?,2024-12-08,0.0205,-1,1,-1
Will Mike Rogers be Trump's FBI director?,2024-12-08,0.0485,1,-1,-1
Will Susie Wiles be Trump's Chief of Staff on Jan 31?,2024-12-08,0.94,0,1,1
Will Tom Cotton be Trump's Defense Secretary?,2024-12-08,0.0135,-1,-1,-1
Will Christopher Miller be Trump's Defense Secretary?,2024-12-08,0.0105,1,-1,-1
Will Mike Gallagher be Trump's Defense Secretary?,2024-12-08,0.065,-1,-1,-1
Will Ben Carson be Trump's HHS Secretary?,2024-12-08,0.076,-1,1,-1
Will Ken Paxton be Trump's FBI director?,2024-12-08,0.0395,-1,-1,-1
Will Trump use a recess appointment for Matt Gaetz?,2024-12-08,0.0085,0,1,1
Will Mike Pompeo be Trump's Defense Secretary?,2024-12-08,0.0025,1,1,-1
Will Andrew Bailey be Trump's Attorney General?,2024-12-08,0.004,0,1,-1
Will Robert O'Brien be Trump's Defense Secretary?,2024-12-08,0.004,1,-1,-1
Will Todd Blanche be Trump's Attorney General?,2024-12-08,0.018,0,1,-1
Will Mike Davis be Trump's Attorney General?,2024-12-08,0.004,0,-1,1
Will Matt Gaetz be Trump's Attorney General?,2024-12-08,0.015,0,0,-1
Will Jay Clayton be Trump's Attorney General?,2024-12-08,0.003,-1,-1,-1
Will Joe Biden attend presidential inauguration?,2024-12-08,0.955,0,0,1
Will Doug Burgum be a member of the Trump administration?,2024-12-08,0.9755,-1,-1,-1
Will Trump declare a national emergency in his first 100 days?,2024-12-08,0.68,1,1,-1
Will Trump do a podcast with Hawk Tuah Girl?,2024-10-14,0.033,1,1,0
Will RFK Jr. debate Biden/Trump?,2024-10-14,0.006,0,1,-1
Donald & Melania Trump divorce before election?,2024-10-14,0.022,1,1,-1
Will Trump be Speaker by January 1?,2024-10-14,0.0135,0,1,1
Trump nominates RFK Jr. to Cabinet?,2024-10-14,0.195,1,1,1
Trump and Harris agree to Fox News debate?,2024-10-04,0.062,-1,-1,-1
Trump sentenced to community service?,2024-10-05,0.016,1,-1,-1
Trump sentenced to house arrest?,2024-10-05,0.0115,0,1,1
Trump sentenced to no prison time?,2024-10-05,0.9825,1,1,1
"Will Trump say ""Starlink"" during Pennsylvania rally on October 19?",2024-10-20,0.9995,0,0,0
"Will Trump say ""Get out and vote"" during Pennsylvania town hall on October 20?",2024-10-20,0.32,1,1,1
"Will Trump say ""Tip"" during Pennsylvania town hall on October 20?",2024-10-20,0.385,0,0,0
"Will Trump say ""Hamas"" during Pennsylvania town hall on October 20?",2024-10-20,0.21,-1,-1,-1
"Will Trump say ""Trans"" during Pennsylvania town hall on October 20?",2024-10-20,0.415,0,0,0
"Will Trump say ""border"" 20 or more times during Pennsylvania town hall on October 20?",2024-10-20,0.18,1,1,1
"Will Trump say ""Hamas"" during Pennsylvania rally on October 19?",2024-10-20,0.001,0,0,0
"Will Trump say ""border"" 20 or more times during Pennsylvania rally on October 19?",2024-10-20,0.997,0,0,0
"Will Trump say ""border"" 10 or more times during Pennsylvania town hall on October 20?",2024-10-20,0.605,1,1,1
"Will Trump say ""Biden"" during Pennsylvania rally on October 19?",2024-10-20,0.9995,0,0,0
"Will Trump say ""Russia"" during Pennsylvania town hall on October 20?",2024-10-20,0.695,0,0,0
"Will Trump say ""border"" 30 or more times during Pennsylvania rally on October 19?",2024-10-20,0.0005,0,0,0
"Will Trump say ""weave"" during Pennsylvania rally on October 19?",2024-10-20,0.003,0,0,0
"Will Trump say ""AI"" during Pennsylvania town hall on October 20?",2024-10-20,0.095,-1,-1,-1
"Will Trump say ""60 Minutes"" during Pennsylvania town hall on October 20?",2024-10-20,0.14,-1,-1,-1
"Will Trump say ""McDonald's"" during Pennsylvania rally on October 19?",2024-10-20,0.9995,0,0,0
"Will Trump say ""Trans"" during Pennsylvania rally on October 19?",2024-10-20,0.9995,0,0,0
"Will Trump say ""Comrade Kamala"" during Pennsylvania town hall on October 20?",2024-10-20,0.14,-1,-1,-1
"Will Trump say ""Melania"" during Pennsylvania rally on October 19?",2024-10-20,0.0005,0,0,0
"Will Trump say ""MAGA"" 3 or more times during Pennsylvania town hall on October 20?",2024-10-20,0.375,1,1,1
"Will Trump say ""China"" 3 or more times during Pennsylvania town hall on October 20?",2024-10-20,0.74,1,1,1
"Will Trump say ""60 minutes"" during Pennsylvania rally on October 19?",2024-10-20,0.003,0,0,0
"Will Trump say ""Liquid gold"" during Pennsylvania town hall on October 20?",2024-10-20,0.81,0,0,0
"Will Trump say ""Dark MAGA"" during Pennsylvania rally on October 19?",2024-10-20,0.0005,0,0,0
"Will Trump say ""MAGA"" 3 or more times during Pennsylvania rally on October 19?",2024-10-20,0.0015,0,0,0
"Will Trump say ""crypto"" or ""Bitcoin"" during Pennsylvania town hall on October 20?",2024-10-20,0.035,-1,-1,-1
"Will Trump say ""Elon"" during Pennsylvania town hall on October 20?",2024-10-20,0.86,1,1,1
"Will Trump say ""China"" 10 or more times during Pennsylvania rally on October 19?",2024-10-20,0.988,0,0,0
"Will Trump say ""inflation"" 5 or more times during Pennsylvania town hall on October 20?",2024-10-20,0.645,0,0,0
"Will Trump say ""Israel"" during Pennsylvania rally on October 19?",2024-10-20,0.9995,0,0,0
"Rabois Parlay: Trump wins PA, MI, GA and AZ?",2024-10-20,0.375,1,1,1
"Will Trump say ""Women's sports"" during Pennsylvania town hall on October 20?",2024-10-20,0.45,0,0,0
"Will Trump say ""Kamala"" 10 or more times during Pennsylvania town hall on October 20?",2024-10-20,0.18,-1,-1,-1
"Will Trump say ""Tren de Aragua"" during Pennsylvania rally on October 19?",2024-10-20,0.9995,0,0,0
Will Pennsylvania be the closest state?,2024-10-20,0.155,-1,-1,-1
"Will Trump say ""gun"" 3 or more times during Pennsylvania rally on October 19?",2024-10-20,0.999,0,0,0
Will Trump win another state by the largest margin?,2024-10-20,0.022,0,-1,-1
"Will Trump say ""Hispanic"" 3 or more times during Pennsylvania town hall on October 20?",2024-10-20,0.38,-1,-1,-1
Trump-Vance Republican ticket on election day?,2024-10-20,0.9845,0,1,1
Will Trump post 110-119 times on Truth March 7-14?,2025-03-09,0.054,1,-1,-1
Will Trump post 150 or more times on Truth March 7-14?,2025-03-09,0.326,-1,1,1
Will Trump post 140-149 times on Truth March 7-14?,2025-03-09,0.0655,1,-1,-1
Will Trump post 50-59 times on Truth March 7-14?,2025-03-09,0.008,-1,-1,-1
Will Trump post 80-89 times on Truth March 7-14?,2025-03-09,0.11,-1,-1,-1
Will Trump post 90-99 times on Truth March 7-14?,2025-03-09,0.07,-1,-1,-1
Will Trump post 100-109 times on Truth March 7-14?,2025-03-09,0.05,1,-1,-1
Will Trump post 70-79 times on Truth March 7-14?,2025-03-09,0.05,-1,-1,-1
Will Trump post 120-129 times on Truth March 7-14?,2025-03-09,0.02,1,-1,-1
Will Trump post 60-69 times on Truth March 7-14?,2025-03-09,0.0165,-1,-1,-1
Will Trump post 130-139 times on Truth March 7-14?,2025-03-09,0.036,1,-1,-1
Will Trump post less than 50 times on Truth March 7-14?,2025-03-09,0.0005,0,0,0
"Will Trump say ""border"" 20 or more times during California rally on October 12?",2024-10-13,0.775,0,0,0
"Will Trump say ""border"" 30 or more times during California rally on October 12?",2024-10-13,0.33,0,0,0
"Will Trump say ""border"" 20 or more times during Arizona rally on October 13?",2024-10-13,0.89,1,1,1
"Will Trump say ""every state is a border state"" during Arizona rally on October 13?",2024-10-13,0.46,-1,-1,-1
"Will Trump say ""border"" 35 or more times during Arizona rally on October 13?",2024-10-13,0.48,1,1,1
"Will Trump say ""hispanic"" during Arizona rally on October 13?",2024-10-13,0.825,-1,-1,-1
"Will Trump say ""Border Kari Lake"" during Arizona rally on October 13?",2024-10-13,0.555,-1,-1,-1
